Created,Product_ID,Source,Sales_Agent,Delivery_Mode,Status,output
20-08-2018 16:25,9,Call,Sales-Agent-11,Mode-1,Long Term,1
20-08-2018 15:50,25,Live Chat-Google Organic,Sales-Agent-11,Mode-3,Potential,1
20-08-2018 15:38,25,Website,Sales-Agent-11,Mode-3,Not Responding,0
20-08-2018 15:30,20,Live Chat-Google Organic,Sales-Agent-4,Mode-3,In Progress Negative,0
20-08-2018 15:26,5,Website,Sales-Agent-5,Mode-3,Junk Lead,0
20-08-2018 15:22,18,Website,Sales-Agent-4,Mode-3,Junk Lead,0
20-08-2018 15:13,19,Call,Sales-Agent-5,Mode-3,Junk Lead,0
20-08-2018 15:11,19,Call,Sales-Agent-5,Mode-3,Junk Lead,0
20-08-2018 14:45,18,Website,Sales-Agent-5,Mode-3,Not Responding,0
20-08-2018 14:29,8,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
20-08-2018 14:25,9,Live Chat-Google Organic,Sales-Agent-4,Mode-3,CONVERTED,1
20-08-2018 14:00,19,Live Chat-Google Organic,Sales-Agent-11,Mode-3,CONVERTED,1
20-08-2018 13:50,19,Live Chat-Google Organic,Sales-Agent-4,Mode-3,In Progress Positive,1
20-08-2018 13:10,18,Live Chat-Google Organic,Sales-Agent-5,Mode-1,Not Responding,0
20-08-2018 13:04,9,Live Chat-Google Organic,Sales-Agent-5,Mode-3,Potential,1
20-08-2018 12:25,18,Live Chat -PPC,Sales-Agent-5,Mode-3,LOST,0
20-08-2018 12:20,9,Live Chat-Google Organic,Sales-Agent-5,Mode-3,Potential,1
20-08-2018 12:14,19,Call,Sales-Agent-5,Mode-3,Potential,1
20-08-2018 12:13,9,Call,Sales-Agent-5,Mode-3,Long Term,1
20-08-2018 12:00,15,Website,Sales-Agent-5,Mode-3,Junk Lead,0
20-08-2018 10:13,19,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
20-08-2018 09:59,27,Website,Sales-Agent-7,Mode-1,Junk Lead,0
20-08-2018 05:14,5,Website,Sales-Agent-7,Mode-1,Junk Lead,0
20-08-2018 01:38,19,Website,Sales-Agent-5,Mode-3,Potential,1
19-08-2018 19:43,18,Website,Sales-Agent-5,Mode-3,Long Term,1
19-08-2018 16:23,18,Website,Sales-Agent-5,Mode-3,Not Responding,0
19-08-2018 15:45,5,Campaign,Sales-Agent-5,Mode-3,Potential,1
19-08-2018 15:20,19,Website,Sales-Agent-11,Mode-1,Potential,1
19-08-2018 14:00,19,Live Chat-Google Organic,Sales-Agent-5,Mode-1,Just Enquiry,0
19-08-2018 13:40,27,Website,Sales-Agent-5,Mode-3,Potential,1
19-08-2018 11:32,18,Website,Sales-Agent-5,Mode-3,Potential,1
19-08-2018 10:27,15,Website,Sales-Agent-5,Mode-3,Not Responding,0
18-08-2018 22:11,9,Website,Sales-Agent-5,Mode-3,LOST,0
18-08-2018 19:35,27,Live Chat-Google Organic,Sales-Agent-5,Mode-3,Potential,1
18-08-2018 15:45,18,Live Chat-Google Organic,Sales-Agent-7,Mode-1,CONVERTED,1
18-08-2018 15:40,9,Campaign,Sales-Agent-7,Mode-1,CONVERTED,1
18-08-2018 15:35,5,Live Chat -PPC,Sales-Agent-7,Mode-1,Junk Lead,0
18-08-2018 14:47,19,Website,Sales-Agent-5,Mode-3,Junk Lead,0
18-08-2018 14:03,5,Website,Sales-Agent-5,Mode-1,Junk Lead,0
18-08-2018 13:00,1,Website,Sales-Agent-5,Mode-1,In Progress Negative,0
18-08-2018 09:47,9,Call,Sales-Agent-7,Mode-1,In Progress Negative,0
18-08-2018 09:10,19,Live Chat-Google Organic,Sales-Agent-5,Mode-3,Junk Lead,0
18-08-2018 03:41,18,Website,Sales-Agent-7,Mode-1,In Progress Negative,0
17-08-2018 23:45,18,Website,Sales-Agent-5,Mode-1,Just Enquiry,0
17-08-2018 22:24,9,Website,Sales-Agent-5,Mode-3,Junk Lead,0
17-08-2018 20:50,27,Live Chat-Google Organic,Sales-Agent-5,Mode-3,Junk Lead,0
17-08-2018 19:53,27,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
17-08-2018 18:24,5,Website,Sales-Agent-7,Mode-3,Just Enquiry,0
17-08-2018 17:35,19,Live Chat-Direct,Sales-Agent-7,Mode-1,CONVERTED,1
17-08-2018 17:00,18,Live Chat-Direct,Sales-Agent-2,Mode-5,CONVERTED,1
17-08-2018 16:20,19,Live Chat-Blog,Sales-Agent-11,Mode-5,LOST,0
17-08-2018 16:03,9,Call,Sales-Agent-3,Mode-1,LOST,0
17-08-2018 16:02,19,Call,Sales-Agent-7,Mode-1,CONVERTED,1
17-08-2018 16:00,9,Live Chat-Direct,Sales-Agent-5,Mode-3,LOST,0
17-08-2018 15:05,5,Live Chat-Direct,Sales-Agent-4,Mode-5,In Progress Positive,1
17-08-2018 11:55,19,Live Chat-Blog,Sales-Agent-5,Mode-3,Potential,1
17-08-2018 11:45,18,Live Chat -PPC,Sales-Agent-4,Mode-5,In Progress Positive,1
17-08-2018 11:40,20,Live Chat-Direct,Sales-Agent-11,Mode-5,Potential,1
17-08-2018 11:00,18,Live Chat-Direct,Sales-Agent-4,Mode-5,In Progress Positive,1
17-08-2018 10:51,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
17-08-2018 10:51,15,Call,Sales-Agent-11,Mode-5,In Progress Negative,0
17-08-2018 10:50,15,Call,Sales-Agent-11,Mode-5,Potential,1
17-08-2018 10:49,15,Call,Sales-Agent-4,Mode-5,Not Responding,0
17-08-2018 10:49,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
17-08-2018 10:47,9,Call,Sales-Agent-4,Mode-5,Junk Lead,0
17-08-2018 10:46,15,Call,Sales-Agent-5,Mode-5,LOST,0
17-08-2018 10:45,15,Call,Sales-Agent-11,Mode-5,Potential,1
17-08-2018 10:37,9,Call,Sales-Agent-5,Mode-1,Junk Lead,0
17-08-2018 10:21,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
17-08-2018 10:21,15,Call,Sales-Agent-11,Mode-5,Not Responding,0
17-08-2018 10:20,18,Call,Sales-Agent-11,Mode-5,Potential,1
17-08-2018 10:20,18,Call,Sales-Agent-5,Mode-5,Potential,1
17-08-2018 10:17,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
17-08-2018 10:17,15,Call,Sales-Agent-11,Mode-5,Junk Lead,0
17-08-2018 10:16,5,Call,Sales-Agent-5,Mode-3,Junk Lead,0
17-08-2018 10:05,5,Live Chat-Google Ads,Sales-Agent-5,Mode-5,Junk Lead,0
17-08-2018 06:15,15,US Website,Sales-Agent-11,Mode-3,Just Enquiry,0
16-08-2018 21:56,27,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
16-08-2018 19:56,15,Website,Sales-Agent-4,Mode-5,Not Responding,0
16-08-2018 19:05,18,Website,Sales-Agent-11,Mode-5,In Progress Negative,0
16-08-2018 17:50,18,Live Chat-Direct,Sales-Agent-4,Mode-5,In Progress Positive,1
16-08-2018 17:44,5,Website,Sales-Agent-5,Mode-5,Junk Lead,0
16-08-2018 17:36,20,Customer Referral,Sales-Agent-12,Mode-4,CONVERTED,1
16-08-2018 16:41,19,Call,Sales-Agent-5,Mode-3,CONVERTED,1
16-08-2018 16:32,19,Call,Sales-Agent-5,Mode-3,CONVERTED,1
16-08-2018 16:15,27,Live Chat-Direct,Sales-Agent-12,Mode-1,CONVERTED,1
16-08-2018 16:08,9,Website,Sales-Agent-11,Mode-5,Junk Lead,0
16-08-2018 16:05,25,Live Chat-Direct,Sales-Agent-7,Mode-5,In Progress Positive,1
16-08-2018 15:50,18,Live Chat-Direct,Sales-Agent-5,Mode-5,Just Enquiry,0
16-08-2018 15:45,18,Live Chat-Direct,Sales-Agent-4,Mode-3,Potential,1
16-08-2018 14:55,9,Live Chat-Direct,Sales-Agent-5,Mode-1,Potential,1
16-08-2018 14:39,9,Website,Sales-Agent-5,Mode-3,In Progress Negative,0
16-08-2018 14:19,19,Call,Sales-Agent-3,Mode-1,In Progress Negative,0
16-08-2018 14:12,9,Call,Sales-Agent-9,Mode-1,Long Term,1
16-08-2018 13:45,19,Live Chat-Google Ads,Sales-Agent-5,Mode-3,LOST,0
16-08-2018 13:20,9,Live Chat-Direct,Sales-Agent-4,Mode-1,Potential,1
16-08-2018 13:10,18,Live Chat-Direct,Sales-Agent-11,Mode-5,Not Responding,0
16-08-2018 12:55,9,Live Chat-Direct,Sales-Agent-4,Mode-5,Junk Lead,0
16-08-2018 12:55,18,Live Chat-Direct,Sales-Agent-4,Mode-5,Not Responding,0
16-08-2018 12:29,15,Call,Sales-Agent-11,Mode-5,Not Responding,0
16-08-2018 12:27,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
16-08-2018 12:27,15,Call,Sales-Agent-5,Mode-5,Not Responding,0
16-08-2018 12:10,5,Call,Sales-Agent-11,Mode-5,Potential,1
16-08-2018 12:09,5,Call,Sales-Agent-3,Mode-5,Junk Lead,0
16-08-2018 12:09,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
16-08-2018 12:08,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
16-08-2018 12:08,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
16-08-2018 12:01,18,Call,Sales-Agent-11,Mode-5,Not Responding,0
16-08-2018 12:00,10,Call,Sales-Agent-4,Mode-5,In Progress Positive,1
16-08-2018 11:45,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
16-08-2018 11:44,18,Call,Sales-Agent-4,Mode-5,Junk Lead,0
16-08-2018 11:44,9,Call,Sales-Agent-11,Mode-5,Potential,1
16-08-2018 11:43,15,Call,Sales-Agent-9,Mode-5,In Progress Negative,0
16-08-2018 11:43,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
16-08-2018 11:42,19,Call,Sales-Agent-11,Mode-3,CONVERTED,1
16-08-2018 11:41,19,Call,Sales-Agent-11,Mode-5,Junk Lead,0
16-08-2018 11:40,19,Call,Sales-Agent-3,Mode-5,Not Responding,0
16-08-2018 11:40,15,Call,Sales-Agent-4,Mode-5,Just Enquiry,0
16-08-2018 11:20,18,Live Chat-Direct,Sales-Agent-4,Mode-5,In Progress Positive,1
16-08-2018 11:00,25,By Recommendation,Sales-Agent-11,Mode-1,Potential,1
16-08-2018 10:40,18,Live Chat -PPC,Sales-Agent-7,Mode-5,Long Term,1
16-08-2018 10:40,5,Live Chat -PPC,Sales-Agent-11,Mode-5,In Progress Negative,0
16-08-2018 10:39,18,Live Chat-Blog,Sales-Agent-4,Mode-5,Long Term,1
16-08-2018 10:37,18,Live Chat-Direct,Sales-Agent-2,Mode-5,Long Term,1
16-08-2018 10:35,18,Live Chat-Direct,Sales-Agent-5,Mode-5,Potential,1
16-08-2018 10:34,18,Live Chat-Direct,Sales-Agent-7,Mode-1,In Progress Negative,0
16-08-2018 10:07,9,Call,Sales-Agent-5,Mode-3,Junk Lead,0
16-08-2018 10:04,18,Call,Sales-Agent-2,Mode-3,CONVERTED,1
16-08-2018 10:02,19,By Recommendation,Sales-Agent-2,Mode-1,Long Term,1
16-08-2018 08:49,5,Website,Sales-Agent-3,Mode-5,Junk Lead,0
16-08-2018 07:54,25,Website,Sales-Agent-4,Mode-5,CONVERTED,1
16-08-2018 06:17,5,Website,Sales-Agent-11,Mode-5,Just Enquiry,0
16-08-2018 00:07,9,Website,Sales-Agent-5,Mode-3,Junk Lead,0
15-08-2018 21:44,27,Website,Sales-Agent-1,Mode-5,Open,1
15-08-2018 20:47,27,Website,Sales-Agent-5,Mode-3,Junk Lead,0
15-08-2018 20:36,26,Website,Sales-Agent-10,Mode-5,Open,1
15-08-2018 17:38,26,Website,Sales-Agent-11,Mode-5,Junk Lead,0
15-08-2018 16:45,27,Website,Sales-Agent-5,Mode-5,In Progress Negative,0
15-08-2018 14:40,19,Website,Sales-Agent-11,Mode-5,Not Responding,0
15-08-2018 14:03,5,Website,Sales-Agent-4,Mode-5,Just Enquiry,0
15-08-2018 13:03,19,Website,Sales-Agent-4,Mode-5,Junk Lead,0
15-08-2018 11:27,18,Website,Sales-Agent-11,Mode-5,Potential,1
15-08-2018 09:09,18,Website,Sales-Agent-4,Mode-5,In Progress Negative,0
14-08-2018 21:43,27,Website,Sales-Agent-10,Mode-5,Open,1
14-08-2018 19:21,27,Website,Sales-Agent-9,Mode-5,In Progress Positive,1
14-08-2018 18:09,27,Live Chat-Direct,Sales-Agent-4,Mode-5,Just Enquiry,0
14-08-2018 18:07,19,Live Chat-Direct,Sales-Agent-5,Mode-3,Potential,1
14-08-2018 18:01,18,Website,Sales-Agent-11,Mode-5,Potential,1
14-08-2018 16:46,9,Customer Referral,Sales-Agent-12,Mode-3,CONVERTED,1
14-08-2018 16:28,18,Live Chat-Direct,Sales-Agent-4,Mode-5,Just Enquiry,0
14-08-2018 16:05,9,Live Chat-Direct,Sales-Agent-5,Mode-3,In Progress Negative,0
14-08-2018 16:04,19,Live Chat-Direct,Sales-Agent-4,Mode-5,LOST,0
14-08-2018 16:03,18,Live Chat-Direct,Sales-Agent-5,Mode-5,Just Enquiry,0
14-08-2018 16:01,5,Live Chat-Direct,Sales-Agent-12,Mode-5,In Progress Negative,0
14-08-2018 15:59,9,Live Chat-Direct,Sales-Agent-4,Mode-5,Junk Lead,0
14-08-2018 15:58,18,Live Chat-Direct,Sales-Agent-5,Mode-5,Just Enquiry,0
14-08-2018 15:57,19,Live Chat-Direct,Sales-Agent-9,Mode-5,CONVERTED,1
14-08-2018 15:56,18,Call,Sales-Agent-5,Mode-3,Just Enquiry,0
14-08-2018 15:54,9,Call,Sales-Agent-7,Mode-5,CONVERTED,1
14-08-2018 15:43,18,Live Chat -PPC,Sales-Agent-12,Mode-5,LOST,0
14-08-2018 15:22,9,Website,Sales-Agent-4,Mode-5,In Progress Negative,0
14-08-2018 14:52,20,Live Chat-Direct,Sales-Agent-9,Mode-5,Not Responding,0
14-08-2018 14:51,9,Live Chat-Direct,Sales-Agent-12,Mode-5,Junk Lead,0
14-08-2018 13:54,15,Live Chat-Direct,Sales-Agent-5,Mode-5,Junk Lead,0
14-08-2018 13:26,15,Call,Sales-Agent-11,Mode-5,Not Responding,0
14-08-2018 13:26,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
14-08-2018 13:26,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
14-08-2018 13:04,18,Call,Sales-Agent-5,Mode-3,In Progress Negative,0
14-08-2018 13:03,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
14-08-2018 13:02,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
14-08-2018 12:59,18,Call,Sales-Agent-7,Mode-1,Long Term,1
14-08-2018 12:58,14,Call,Sales-Agent-4,Mode-5,Just Enquiry,0
14-08-2018 11:47,9,Live Chat-Direct,Sales-Agent-5,Mode-3,Long Term,1
14-08-2018 11:45,19,Live Chat-Blog,Sales-Agent-4,Mode-5,Junk Lead,0
14-08-2018 11:44,18,Live Chat-Direct,Sales-Agent-5,Mode-5,Just Enquiry,0
14-08-2018 11:41,18,Live Chat-Direct,Sales-Agent-4,Mode-5,Just Enquiry,0
14-08-2018 11:40,25,Live Chat-Direct,Sales-Agent-5,Mode-5,Not Responding,0
14-08-2018 11:39,9,Live Chat-Direct,Sales-Agent-4,Mode-5,Long Term,1
14-08-2018 11:38,19,Live Chat-Direct,Sales-Agent-9,Mode-1,In Progress Positive,1
14-08-2018 11:29,15,Live Chat-Direct,Sales-Agent-4,Mode-5,Not Responding,0
14-08-2018 11:26,5,Call,Sales-Agent-7,Mode-1,Not Responding,0
14-08-2018 10:08,15,Call,Sales-Agent-11,Mode-5,Junk Lead,0
14-08-2018 10:08,18,Call,Sales-Agent-5,Mode-3,Potential,1
14-08-2018 10:08,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
14-08-2018 10:07,15,Call,Sales-Agent-11,Mode-5,Not Responding,0
14-08-2018 03:52,18,Website,Sales-Agent-4,Mode-5,Not Responding,0
13-08-2018 22:23,18,Website,Sales-Agent-5,Mode-5,In Progress Negative,0
13-08-2018 20:25,18,Website,Sales-Agent-12,Mode-1,In Progress Negative,0
13-08-2018 20:09,27,Website,Sales-Agent-5,Mode-3,CONVERTED,1
13-08-2018 20:01,9,Website,Sales-Agent-4,Mode-5,Junk Lead,0
13-08-2018 19:28,18,Website,Sales-Agent-5,Mode-1,Potential,1
13-08-2018 19:04,15,Call,Sales-Agent-4,Mode-5,Junk Lead,0
13-08-2018 19:03,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
13-08-2018 19:02,15,Call,Sales-Agent-4,Mode-5,Not Responding,0
13-08-2018 19:01,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
13-08-2018 19:00,27,Call,Sales-Agent-4,Mode-5,CONVERTED,1
13-08-2018 18:48,19,Live Chat-Direct,Sales-Agent-4,Mode-5,CONVERTED,1
13-08-2018 18:45,19,Live Chat-Direct,Sales-Agent-4,Mode-5,Just Enquiry,0
13-08-2018 18:24,9,Website,Sales-Agent-4,Mode-5,In Progress Positive,1
13-08-2018 17:54,19,Customer Referral,Sales-Agent-9,Mode-1,In Progress Positive,1
13-08-2018 17:51,19,Website,Sales-Agent-9,Mode-5,In Progress Positive,1
13-08-2018 17:50,5,Customer Referral,Sales-Agent-4,Mode-1,CONVERTED,1
13-08-2018 17:34,9,Live Chat-Direct,Sales-Agent-5,Mode-5,Just Enquiry,0
13-08-2018 17:33,25,Live Chat-Direct,Sales-Agent-9,Mode-1,Not Responding,0
13-08-2018 17:27,19,Live Chat-Direct,Sales-Agent-4,Mode-5,Junk Lead,0
13-08-2018 17:26,19,Live Chat-Direct,Sales-Agent-4,Mode-5,Not Responding,0
13-08-2018 17:25,5,Live Chat-Direct,Sales-Agent-11,Mode-5,Junk Lead,0
13-08-2018 17:11,9,Live Chat-Direct,Sales-Agent-11,Mode-5,LOST,0
13-08-2018 17:09,15,Website,Sales-Agent-2,Mode-5,Junk Lead,0
13-08-2018 17:09,5,Live Chat -PPC,Sales-Agent-5,Mode-3,LOST,0
13-08-2018 17:07,18,Live Chat-Direct,Sales-Agent-5,Mode-3,Potential,1
13-08-2018 16:59,19,Website,Sales-Agent-10,Mode-5,Open,1
13-08-2018 16:43,19,Website,Sales-Agent-5,Mode-5,Just Enquiry,0
13-08-2018 16:30,18,Call,Sales-Agent-11,Mode-5,Potential,1
13-08-2018 15:24,19,Call,Sales-Agent-11,Mode-5,CONVERTED,1
13-08-2018 14:45,18,Website,Sales-Agent-11,Mode-5,Not Responding,0
13-08-2018 14:44,19,Live Chat-Direct,Sales-Agent-11,Mode-5,Potential,1
13-08-2018 14:29,1,Call,Sales-Agent-3,Mode-5,Potential,1
13-08-2018 14:10,15,Call,Sales-Agent-5,Mode-5,Just Enquiry,0
13-08-2018 14:10,19,Call,Sales-Agent-5,Mode-3,Long Term,1
13-08-2018 14:05,15,Call,Sales-Agent-11,Mode-5,Potential,1
13-08-2018 14:05,9,Call,Sales-Agent-5,Mode-3,In Progress Negative,0
13-08-2018 14:04,9,Call,Sales-Agent-5,Mode-3,Potential,1
13-08-2018 13:11,15,Call,Sales-Agent-4,Mode-5,Not Responding,0
13-08-2018 13:06,9,Call,Sales-Agent-4,Mode-5,Potential,1
13-08-2018 13:06,18,Call,Sales-Agent-5,Mode-1,Junk Lead,0
13-08-2018 12:56,18,Live Chat-Direct,Sales-Agent-11,Mode-5,Potential,1
13-08-2018 12:49,18,Live Chat-Direct,Sales-Agent-4,Mode-5,Junk Lead,0
13-08-2018 12:48,18,Live Chat-Blog,Sales-Agent-5,Mode-1,In Progress Negative,0
13-08-2018 12:45,18,Call,Sales-Agent-9,Mode-1,In Progress Positive,1
13-08-2018 12:44,9,Live Chat-Direct,Sales-Agent-5,Mode-5,Potential,1
13-08-2018 12:42,27,Live Chat-Direct,Sales-Agent-4,Mode-5,Potential,1
13-08-2018 12:40,2,Live Chat-Direct,Sales-Agent-5,Mode-3,Potential,1
13-08-2018 12:39,25,Live Chat-Direct,Sales-Agent-11,Mode-5,CONVERTED,1
13-08-2018 12:38,18,Live Chat-Direct,Sales-Agent-3,Mode-1,In Progress Negative,0
13-08-2018 12:36,18,Call,Sales-Agent-2,Mode-1,Long Term,1
13-08-2018 12:34,15,Live Chat-Direct,Sales-Agent-11,Mode-5,Not Responding,0
13-08-2018 12:32,5,Website,Sales-Agent-4,Mode-5,Long Term,1
13-08-2018 12:31,15,Live Chat-Direct,Sales-Agent-5,Mode-5,Not Responding,0
13-08-2018 12:29,20,Live Chat-Direct,Sales-Agent-4,Mode-5,LOST,0
13-08-2018 10:50,9,Website,Sales-Agent-5,Mode-5,Junk Lead,0
13-08-2018 10:41,9,Website,Sales-Agent-4,Mode-3,In Progress Positive,1
13-08-2018 09:15,18,Website,Sales-Agent-4,Mode-5,In Progress Positive,1
13-08-2018 08:50,9,Website,Sales-Agent-11,Mode-5,Not Responding,0
13-08-2018 05:18,15,Website,Sales-Agent-5,Mode-5,Not Responding,0
13-08-2018 05:02,9,Website,Sales-Agent-9,Mode-5,Not Responding,0
13-08-2018 00:43,12,Website,Sales-Agent-2,Mode-5,In Progress Negative,0
13-08-2018 00:06,18,Website,Sales-Agent-7,Mode-5,Junk Lead,0
13-08-2018 00:05,19,Website,Sales-Agent-11,Mode-5,CONVERTED,1
12-08-2018 23:55,18,Website,Sales-Agent-4,Mode-5,Junk Lead,0
12-08-2018 18:23,15,US Website,Sales-Agent-4,Mode-5,Junk Lead,0
12-08-2018 17:50,5,Website,Sales-Agent-11,Mode-5,Potential,1
12-08-2018 17:25,19,Website,Sales-Agent-4,Mode-5,Not Responding,0
12-08-2018 16:35,15,US Website,Sales-Agent-11,Mode-5,Not Responding,0
12-08-2018 16:27,15,US Website,Sales-Agent-4,Mode-5,Not Responding,0
12-08-2018 16:23,19,Website,Sales-Agent-4,Mode-5,Not Responding,0
12-08-2018 16:22,19,Website,Sales-Agent-5,Mode-5,Not Responding,0
12-08-2018 15:58,15,US Website,Sales-Agent-11,Mode-5,Junk Lead,0
12-08-2018 15:50,15,US Website,Sales-Agent-11,Mode-5,Junk Lead,0
12-08-2018 15:40,15,US Website,Sales-Agent-11,Mode-5,Not Responding,0
12-08-2018 15:11,15,US Website,Sales-Agent-4,Mode-5,Junk Lead,0
12-08-2018 15:08,19,Website,Sales-Agent-11,Mode-5,Junk Lead,0
12-08-2018 14:50,15,US Website,Sales-Agent-4,Mode-5,Just Enquiry,0
12-08-2018 14:44,15,US Website,Sales-Agent-11,Mode-5,Not Responding,0
12-08-2018 14:25,15,US Website,Sales-Agent-5,Mode-5,Not Responding,0
12-08-2018 14:05,15,US Website,Sales-Agent-11,Mode-5,Not Responding,0
12-08-2018 12:58,19,Call,Sales-Agent-5,Mode-3,LOST,0
12-08-2018 12:07,15,US Website,Sales-Agent-5,Mode-5,Junk Lead,0
12-08-2018 09:06,9,Website,Sales-Agent-5,Mode-5,Junk Lead,0
12-08-2018 08:21,15,US Website,Sales-Agent-5,Mode-5,Junk Lead,0
12-08-2018 03:32,15,US Website,Sales-Agent-11,Mode-5,Not Responding,0
11-08-2018 22:44,15,US Website,Sales-Agent-4,Mode-5,Junk Lead,0
11-08-2018 22:32,18,Website,Sales-Agent-11,Mode-5,Not Responding,0
11-08-2018 21:53,19,Website,Sales-Agent-5,Mode-1,LOST,0
11-08-2018 21:00,15,US Website,Sales-Agent-5,Mode-5,Junk Lead,0
11-08-2018 19:22,15,US Website,Sales-Agent-5,Mode-5,Not Responding,0
11-08-2018 18:24,15,US Website,Sales-Agent-5,Mode-5,Not Responding,0
11-08-2018 18:11,15,US Website,Sales-Agent-11,Mode-5,Just Enquiry,0
11-08-2018 18:00,15,US Website,Sales-Agent-4,Mode-5,Junk Lead,0
11-08-2018 16:44,19,Call,Sales-Agent-5,Mode-3,LOST,0
11-08-2018 16:37,6,Live Chat -PPC,Sales-Agent-11,Mode-3,Potential,1
11-08-2018 16:15,19,Live Chat-Google Organic,Sales-Agent-11,Mode-3,LOST,0
11-08-2018 15:59,18,Website,Sales-Agent-9,Mode-3,In Progress Positive,1
11-08-2018 15:02,19,Live Chat-Google Organic,Sales-Agent-11,Mode-3,Junk Lead,0
11-08-2018 15:00,5,Live Chat -PPC,Sales-Agent-4,Mode-3,Not Responding,0
11-08-2018 12:37,18,Live Chat-Google Organic,Sales-Agent-9,Mode-1,In Progress Positive,1
11-08-2018 12:14,18,Campaign,Sales-Agent-5,Mode-3,Potential,1
11-08-2018 12:13,9,Live Chat-Google Organic,Sales-Agent-11,Mode-3,LOST,0
11-08-2018 12:11,9,Live Chat-Google Organic,Sales-Agent-7,Mode-1,CONVERTED,1
11-08-2018 12:10,19,Live Chat-Google Organic,Sales-Agent-5,Mode-3,Junk Lead,0
11-08-2018 12:07,5,Live Chat -PPC,Sales-Agent-4,Mode-3,Junk Lead,0
11-08-2018 12:03,5,Live Chat-Google Organic,Sales-Agent-11,Mode-3,Junk Lead,0
11-08-2018 11:58,9,Live Chat-Google Organic,Sales-Agent-2,Mode-1,LOST,0
11-08-2018 11:48,15,US Website,Sales-Agent-4,Mode-3,Junk Lead,0
11-08-2018 11:41,18,Customer Referral,Sales-Agent-11,Mode-3,Potential,1
11-08-2018 11:32,18,Website,Sales-Agent-4,Mode-3,Just Enquiry,0
11-08-2018 10:18,18,Call,Sales-Agent-11,Mode-5,In Progress Negative,0
11-08-2018 09:48,18,Website,Sales-Agent-11,Mode-3,Junk Lead,0
11-08-2018 06:33,18,Website,Sales-Agent-4,Mode-3,Just Enquiry,0
10-08-2018 22:22,27,Website,Sales-Agent-5,Mode-3,Long Term,1
10-08-2018 20:07,18,Website,Sales-Agent-11,Mode-3,Not Responding,0
10-08-2018 18:26,2,Website,Sales-Agent-4,Mode-5,Not Responding,0
10-08-2018 18:05,10,Call,Sales-Agent-3,Mode-5,Junk Lead,0
10-08-2018 17:51,18,Call,Sales-Agent-7,Mode-1,Junk Lead,0
10-08-2018 17:19,25,Call,Sales-Agent-4,Mode-1,Long Term,1
10-08-2018 16:47,18,Call,Sales-Agent-11,Mode-5,CONVERTED,1
10-08-2018 16:39,19,Live Chat-Direct,Sales-Agent-11,Mode-3,CONVERTED,1
10-08-2018 16:19,25,Website,Sales-Agent-7,Mode-5,Long Term,1
10-08-2018 16:07,18,Website,Sales-Agent-4,Mode-3,Just Enquiry,0
10-08-2018 16:00,19,Website,Sales-Agent-11,Mode-5,Potential,1
10-08-2018 15:30,18,Website,Sales-Agent-7,Mode-5,LOST,0
10-08-2018 12:53,9,Call,Sales-Agent-4,Mode-5,In Progress Positive,1
10-08-2018 12:49,9,Call,Sales-Agent-11,Mode-5,Junk Lead,0
10-08-2018 12:47,15,Call,Sales-Agent-11,Mode-5,Junk Lead,0
10-08-2018 12:47,14,Call,Sales-Agent-4,Mode-5,Junk Lead,0
10-08-2018 12:46,15,Call,Sales-Agent-11,Mode-5,Junk Lead,0
10-08-2018 12:43,27,Call,Sales-Agent-5,Mode-3,LOST,0
10-08-2018 12:00,9,Website,Sales-Agent-11,Mode-5,CONVERTED,1
10-08-2018 11:57,15,Call,Sales-Agent-5,Mode-5,Junk Lead,0
10-08-2018 11:55,15,Call,Sales-Agent-3,Mode-5,Junk Lead,0
10-08-2018 11:54,19,Call,Sales-Agent-11,Mode-5,LOST,0
10-08-2018 11:46,18,Call,Sales-Agent-4,Mode-5,Just Enquiry,0
10-08-2018 11:09,18,Call,Sales-Agent-11,Mode-1,Potential,1
10-08-2018 11:01,18,Call,Sales-Agent-12,Mode-1,Junk Lead,0
10-08-2018 09:59,18,Website,Sales-Agent-4,Mode-1,In Progress Negative,0
10-08-2018 06:56,18,Website,Sales-Agent-4,Mode-1,In Progress Negative,0
